0.9976950000,0.4705550000,0.9262150000,0.5115300000,0.9169900000,0.3114600000,1.0000000000,0.5188000000,0.9262150000,0.4112250000,0.7987750000,0.2752750000,0.8026800000,0.3088850000,0.9217800000,0.3072900000,0.7910600000,0.3390400000,0.7848550000,0.3516300000,0.6847300000,0.2632150000,0.7840550000,0.2441450000,0.7053900000,0.2691600000,0.6063300000,0.3295500000,0.7113350000,0.2275650000,0.5932050000,0.2735000000,0.0000000000
1.0000000000,0.4058550000,0.9651750000,0.3192200000,0.4456600000,0.0320150000,1.0000000000,0.4772550000,0.7543700000,0.1612850000,0.6721600000,0.1514650000,0.2415750000,0.0124250000,0.5274950000,0.1888150000,0.6655450000,0.0000000000,0.4342450000,0.2735000000,0.4097200000,0.3213300000,0.3983400000,0.3671550000,0.3976600000,0.4079950000,0.4048000000,0.4420350000,0.4168700000,0.4685600000,0.4313100000,0.4877650000,1.0000000000
1.0000000000,0.4831750000,1.0000000000,0.5024250000,1.0000000000,0.4396900000,0.9448250000,0.5059900000,0.8654100000,0.5267300000,0.9272150000,0.5041350000,0.7729550000,0.5014950000,0.9188750000,0.4317800000,0.8776750000,0.4573000000,0.8544350000,0.3624900000,0.7169250000,0.4396900000,0.7876400000,0.2989000000,0.7949200000,0.3892750000,0.7155000000,0.4131750000,0.8021800000,0.3791000000,0.7802250000,0.3088100000,0.0000000000
1.0000000000,0.2741950000,1.0000000000,1.0000000000,0.8560800000,0.0000000000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,0.0000000000,0.5725800000,0.7704700000,0.3033500000,0.0000000000,0.2276650000,0.1501250000,1.0000000000,0.5000000000,0.5000000000,1.0000000000,0.9534750000,0.7580650000,1.0000000000,1.0000000000,0.3995050000,0.6284100000,1.0000000000,0.3380900000,1.0000000000,1.0000000000
1.0000000000,0.4879950000,0.9707000000,0.5326550000,0.9605300000,0.3837250000,0.8857600000,0.4180050000,0.7639900000,0.3986250000,0.7820450000,0.4964400000,0.6719750000,0.3627150000,0.7647000000,0.3911000000,0.7255350000,0.4109350000,0.5299100000,0.3221250000,0.5115450000,0.2356050000,0.5164300000,0.1742100000,0.5664500000,0.2339700000,0.5121550000,0.1890150000,0.4714650000,0.2021350000,0.4769600000,0.1715150000,0.0000000000
0.5116850000,0.4970400000,0.4503800000,0.4402550000,0.4961850000,0.4408800000,0.5735300000,0.5331850000,0.5189300000,0.4684900000,0.5000000000,0.5000000000,0.4771400000,0.4223000000,0.4982850000,0.4490200000,0.4421250000,0.4729300000,0.5091900000,0.5183450000,0.5075950000,0.5044400000,0.5175650000,0.4923250000,0.4838000000,0.5461150000,0.4607050000,0.5036600000,0.5000000000,0.5000000000,0.4998050000,0.5600550000,1.0000000000
0.9879400000,0.4469900000,0.9730050000,0.3960000000,0.9640300000,0.3582500000,0.9299800000,0.3632900000,0.8988300000,0.2603550000,0.8911250000,0.2461800000,0.8731400000,0.1928200000,0.7897250000,0.1595700000,0.6892600000,0.1317950000,0.6816200000,0.1171900000,0.6594900000,0.1012350000,0.6139600000,0.0918300000,0.5682950000,0.0874500000,0.5230300000,0.0880250000,0.4786900000,0.0934100000,0.4308400000,0.0951250000,0.0000000000
0.5000000000,0.5000000000,0.5000000000,0.5000000000,1.0000000000,0.0000000000,0.5000000000,0.5000000000,0.0000000000,0.0000000000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,1.0000000000,1.0000000000,0.0000000000,0.0000000000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,0.5000000000,0.5000000000,1.0000000000,1.0000000000,0.5000000000,0.5000000000,1.0000000000
0.9817750000,0.4640100000,1.0000000000,0.4283350000,1.0000000000,0.3934350000,1.0000000000,0.3191300000,0.9628500000,0.2821550000,0.9725500000,0.2966600000,0.9519600000,0.2680950000,0.9915250000,0.3237150000,0.9226850000,0.1699000000,0.8767300000,0.1970550000,0.8481850000,0.1788750000,0.9255300000,0.1728000000,0.7878850000,0.1514400000,0.6271750000,0.1804050000,0.7255700000,0.1361050000,0.6944750000,0.1329000000,0.0000000000
0.4906800000,0.4577050000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,0.5573500000,0.3659500000,0.2716850000,0.3091400000,0.5000000000,0.5000000000,0.3317200000,0.6930100000,0.3143350000,0.5750900000,0.8186400000,0.6105750000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,0.4259850000,0.4933700000,0.6032250000,0.4885300000,0.5000000000,0.5000000000,0.5829750000,0.6204300000,0.4589600000,0.6903250000,1.0000000000
