0.5804691396,-0.9025340444,0.6178991855,-0.9979424830,-2.4637988529,-0.8464547546,2.3498493186,0.3753997539,-0.6493335451,1.6046371467,-0.6230597991,-0.3831254867,0.0000000000
0.7843749307,-1.0773663461,0.6157809015,-0.9219109946,-2.3885530948,-0.6380472117,2.1066839435,0.3610177635,-0.7143170612,1.2602355061,-0.4233393440,-0.2877912037,0.0000000000
0.7912923768,-1.0862421560,0.6697727243,-0.8061117459,-2.2607810998,-0.5384908461,2.0532823239,0.2664917080,-0.8428152303,1.0817972917,-0.2672010368,-0.1722034805,0.0000000000
1.2173056168,-1.0834245653,0.8554827405,-0.7248790149,-2.1555519062,-0.1018789279,1.7685970409,0.3031507887,-1.0447102607,0.6552895200,0.2142975942,-0.3418396281,0.0000000000
1.0653520910,-1.0301776881,0.7732969854,-0.4522893512,-1.9559065533,0.2482047130,1.5304737937,0.2537395896,-0.9689606931,-0.2082871683,0.3315775871,0.0072876504,0.0000000000
0.6826188019,-0.9186453952,0.6221845899,-0.1478522423,-1.7642504015,0.3997757383,1.4365765516,-0.1038934402,-0.9868606215,-0.4028740050,0.5608799160,0.4541404946,0.0000000000
1.1919329023,-1.2009911318,0.9177584577,-0.2828228965,-1.5744645329,0.6052245723,1.1493074258,-0.1647724185,-1.2967739123,-0.1746900904,0.8886776975,0.3564149288,0.0000000000
1.0854806059,-1.1716239345,0.8793668500,0.0524221164,-1.3042859460,0.6329275772,0.9869813048,-0.3624041756,-1.3650486920,-0.3231960346,1.1075251455,0.4756801549,0.0000000000
1.2327991803,-1.2916987953,0.9104635028,0.0631180775,-1.0976454399,0.7275364792,0.7285243386,-0.4909880360,-1.4906343874,-0.1491447572,1.2889143066,0.2646403962,0.0000000000
0.8979399825,-1.3096539520,0.9973619819,0.1304584346,-0.9254026790,0.9472415448,0.2384466859,-0.7236815992,-1.2982680281,-0.1376899771,1.3852744656,0.3610253944,0.0000000000
0.5612472095,-1.4099857232,1.0681322009,0.3482706337,-0.8052554009,1.0701047206,-0.1088653944,-1.0454639650,-1.1429515323,0.2809465824,1.5203720734,0.0600317387,0.0000000000
0.4430151407,-1.5499313831,1.2460314264,0.4754942297,-0.6911460445,1.1076189156,-0.3348293816,-1.1306932307,-1.1099968087,0.8072707126,1.6683620197,-0.6349076307,0.0000000000
0.2003973037,-1.5391798401,1.5007596515,0.7233116937,-0.5554069382,0.9479882001,-0.4114062864,-1.1947602385,-1.0943275321,1.3824198277,1.6237323694,-1.3343668868,0.0000000000
-0.1171813965,-1.4796632249,1.6544451211,0.8983541917,-0.4620179618,0.8099895538,-0.3132863449,-1.3184153661,-1.0843443132,1.7926887109,1.2335074670,-1.7784661327,0.0000000000
-0.4424587800,-1.4844762765,1.7369605226,0.9317998435,-0.3747699935,0.7180811715,-0.3784110771,-1.2955254440,-0.9869195443,1.9596540919,0.7444648035,-2.1895403149,0.0000000000
-0.6764130478,-1.4932443314,1.7675169214,1.0242518421,-0.3153700982,0.5560988406,-0.4125495212,-1.3184023271,-0.8965444769,2.1026537982,0.3218076117,-2.4248733322,0.0000000000
-0.6362522151,-1.5353924554,1.8229768921,1.0687823991,-0.2844147046,0.5669358096,-0.6078906764,-1.2629736408,-0.7860262029,2.0577283129,0.1481135653,-2.6266196967,0.0000000000
2.0345583016,0.2313925663,0.4687951918,0.0727108520,-1.5656616849,-2.2109638202,1.9354696678,1.6635853739,-0.5321443596,1.0866355597,-0.4546435537,-0.9352581762,0.0000000000
2.3240707685,0.2258591534,0.5237942678,-0.0605944145,-1.0581670044,-1.8890088475,1.6052862841,1.6615121767,-0.7238288971,0.9461723336,-0.6533064341,-0.6640287442,0.0000000000
2.2366305176,0.0589308720,0.5831550553,0.0992898734,-1.0098894026,-1.8536299470,1.5907083887,1.4633067047,-0.9197137940,0.6293018824,-0.3472141133,-0.1996398267,0.0000000000
